class,cap-shape,cap-surface,cap-color,ruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,,,n,f,f,f,c,n,h,e,e,y,k,n,w,p,y,,p,w,c,u
p,x,g,g,t,f,f,c,b,p,e,,k,s,w,c,p,w,o,l,h,v,d
e,c,s,n,t,n,f,c,b,,t,b,s,f,w,w,p,w,t,n,h,v,d
e,x,y,,f,a,f,c,,n,t,?,s,k,w,e,p,w,o,f,,v,u
p,b,g,y,,f,f,c,b,h,e,?,k,k,g,w,,w,o,l,h,v,u
e,,,y,f,,f,w,b,k,,c,,,n,,p,y,o,p,o,,g
p,x,y,g,,f,f,c,,,,b,s,s,p,y,p,w,o,l,,a,g
e,x,s,p,,n,f,c,b,w,t,e,k,s,w,p,p,w,,p,n,v,
p,b,,c,f,f,f,c,b,h,e,b,k,k,b,g,p,o,t,l,h,v,g
p,x,y,,f,m,f,c,n,g,t,,k,y,p,,p,w,o,l,n,,d
p,x,,e,t,l,f,w,n,b,t,b,s,y,w,w,p,w,o,,h,s,w
e,f,f,e,t,n,f,w,b,y,t,b,s,s,g,g,p,y,o,e,k,,
p,s,y,,f,f,f,c,n,u,e,?,,s,p,w,p,w,o,,k,v,l
e,x,s,w,t,n,f,,b,g,t,?,s,,p,o,p,w,o,,n,y,d
e,,s,g,t,a,f,,,k,t,?,y,s,,e,p,,o,p,b,y,g
e,,,e,f,f,,w,n,e,t,?,s,y,p,w,p,w,t,e,w,v,p
p,b,y,p,t,,f,w,n,p,e,c,k,s,w,w,p,w,o,p,w,c,p
e,f,y,n,f,a,f,c,b,n,e,e,s,k,p,w,p,w,n,p,,v,
e,s,s,u,f,n,,c,b,n,e,?,s,,p,p,,o,o,l,b,a,g
e,,s,e,f,l,f,c,n,k,t,c,,s,b,n,p,y,t,e,o,n,l
e,x,g,g,f,c,f,c,b,h,e,b,s,s,p,p,p,n,t,p,n,n,p
e,x,g,n,f,s,f,w,b,b,t,b,s,k,o,,p,,,,n,v,l
e,c,f,n,f,,f,,b,,t,,s,k,p,b,p,w,o,l,k,y,
e,f,s,w,f,m,f,,n,o,t,r,,s,w,o,p,o,o,e,r,y,u
e,c,s,e,t,n,f,,b,,e,b,s,s,w,n,p,y,o,e,k,v,d
e,x,y,n,,f,a,w,n,b,t,?,,k,y,e,,n,o,l,n,v,
e,x,y,g,,n,f,,b,n,e,?,s,s,n,y,p,w,t,f,b,c,w
p,c,s,r,t,p,a,c,b,o,t,b,s,f,b,,p,o,o,e,n,v,w
p,x,,n,f,n,f,w,n,h,,,f,y,,g,p,w,t,l,w,a,
e,x,y,g,f,n,a,c,b,o,e,b,,f,e,p,p,w,o,f,n,y,g
e,k,f,g,f,n,f,w,b,u,e,c,s,k,w,,p,o,o,l,w,s,u
p,x,s,g,f,,a,c,n,g,t,b,y,s,c,g,p,w,o,e,k,n,d
p,b,y,u,f,f,,c,b,y,,c,s,s,o,p,,w,n,,h,v,p
p,f,f,c,f,f,f,,,w,,r,f,y,c,g,p,y,,p,w,,g
e,x,f,n,t,m,f,,b,b,e,?,s,s,g,w,p,w,o,e,w,v,l
e,,f,g,f,n,f,,b,b,t,?,,k,,p,p,y,t,p,w,v,d
p,f,f,,f,f,f,w,n,h,,b,s,k,c,e,p,w,n,p,,,u
e,s,g,,f,,f,,n,w,e,e,s,k,w,e,p,n,o,f,n,s,l
p,f,y,y,t,n,a,c,n,,e,?,k,y,w,n,p,y,,e,y,v,l
p,x,g,e,f,m,f,w,n,r,t,?,k,s,p,p,p,,o,f,r,,l
e,x,f,b,f,n,f,c,n,g,e,,s,k,w,w,p,o,o,p,h,v,l
e,x,f,g,t,n,f,w,b,g,e,r,s,s,w,w,p,n,t,e,w,s,g
p,x,y,,f,f,a,w,b,r,e,b,y,s,n,p,p,w,,e,k,,d
p,x,g,u,t,m,f,,b,,,e,y,,w,p,p,w,o,e,k,s,l
e,x,f,n,f,y,a,c,b,k,e,c,k,k,,b,p,w,o,l,h,s,l
p,k,f,e,,p,f,c,b,b,t,?,s,f,p,n,p,,o,e,n,v,l
e,k,f,e,t,s,a,c,b,e,,b,s,y,,c,p,w,,l,h,c,m
e,f,,u,f,y,f,c,b,k,t,,,s,w,w,p,w,o,p,k,v,
e,x,y,e,t,n,f,c,n,p,e,c,s,s,g,y,p,w,n,f,h,n,m
p,f,y,,t,f,f,,b,p,e,?,s,,w,g,,w,o,l,h,v,d
p,x,,g,,s,f,w,n,b,t,?,,y,p,g,p,w,t,e,,v,g
e,x,s,g,t,n,a,c,n,o,,r,s,,w,c,p,w,o,e,,a,d
e,f,f,e,f,f,,c,b,g,t,,s,s,g,,,,,n,n,v,d
p,b,s,e,f,l,a,,,u,e,?,k,y,w,w,,w,o,e,,v,l
p,x,y,g,t,m,f,w,b,n,e,c,s,f,y,,p,w,o,f,k,s,d
p,x,y,,f,,a,w,,k,t,b,k,f,p,w,p,w,o,,w,c,g
e,c,s,g,f,p,f,c,b,p,t,c,s,f,,w,p,w,,p,k,v,p
p,k,f,e,t,f,f,c,b,w,t,?,,k,g,e,p,y,o,,h,y,l
e,,s,n,f,n,a,w,n,n,e,b,y,k,g,w,p,w,o,n,w,v,l
p,b,y,n,f,n,a,w,n,g,t,?,k,f,g,,p,o,,e,w,v,
e,x,s,e,t,a,f,c,,b,e,c,s,s,b,,p,n,o,e,h,a,
e,,s,g,t,f,f,w,,n,t,r,,y,,w,p,o,o,e,n,y,p
p,,y,p,f,f,f,,b,k,t,c,,s,b,w,,w,t,p,r,s,g
p,x,y,e,f,f,a,,n,p,t,e,,,n,b,p,,o,f,n,v,d
e,x,y,n,t,n,f,w,b,,t,,s,k,n,y,p,w,,n,n,v,d
p,f,g,e,f,n,a,c,n,y,e,c,k,s,w,,p,w,n,e,,v,g
e,f,,,t,,f,c,n,p,t,b,,y,w,,,w,o,l,,v,l
p,f,,n,f,,a,c,b,g,e,b,y,y,,n,p,w,o,l,,c,g
p,x,y,y,t,f,f,w,b,p,,b,s,k,e,b,p,w,o,n,h,v,g
e,f,,y,f,n,a,,b,h,e,b,s,s,e,g,p,w,n,l,k,v,d
e,,f,,,,a,w,n,,t,e,,f,c,n,p,o,o,,k,a,g
e,x,,g,f,y,a,w,,p,,c,s,k,b,w,p,o,t,p,n,s,u
e,f,s,y,f,n,f,c,b,k,e,e,,f,o,,p,w,o,e,w,v,u
e,f,f,g,t,m,f,c,b,e,t,r,k,s,e,b,p,w,t,p,b,c,m
e,f,y,,t,n,f,c,,p,t,b,s,f,,,,w,t,,b,v,
p,x,g,r,f,y,f,c,n,u,t,b,k,k,g,w,p,w,o,p,n,c,u
e,x,s,n,,n,f,c,b,b,t,?,,k,n,,p,w,t,e,y,n,d
p,x,g,r,f,s,f,c,b,b,t,b,k,s,w,b,p,w,o,,h,v,
e,f,g,y,t,c,a,c,b,w,t,c,s,f,w,w,p,,o,,r,v,g
e,f,y,w,t,n,f,w,b,,t,e,s,s,n,w,p,y,o,e,w,s,d
e,k,f,e,f,c,f,c,b,w,t,b,y,f,w,b,,y,o,p,,,l
e,b,y,y,t,n,f,c,b,k,e,?,k,s,w,w,p,o,,e,,c,
p,f,s,p,f,,f,w,n,b,,,s,f,p,p,p,o,o,n,r,n,
e,x,g,g,t,,f,c,b,n,t,?,s,k,b,b,p,w,o,n,n,v,d
e,x,s,b,f,n,f,c,b,u,e,?,s,s,y,,p,w,n,,n,v,p
p,x,s,,f,s,f,w,n,,e,?,s,s,,w,p,w,n,p,k,s,m
p,f,g,n,t,f,,,b,,e,b,f,s,w,w,p,w,o,p,b,n,u
p,x,y,b,f,n,f,c,b,g,e,e,s,,b,w,,w,o,p,k,v,g
p,,y,y,f,f,f,c,b,h,,e,s,f,p,,p,w,o,p,k,v,m
e,x,f,g,t,n,f,,,g,e,r,k,,w,,p,o,o,n,n,n,m
e,,f,r,f,,f,,b,,e,?,f,s,w,b,,w,o,n,,s,u
e,,s,w,f,n,a,c,n,w,e,r,k,,c,b,p,,,e,k,n,d
e,f,f,w,t,s,f,w,b,,e,e,k,s,p,e,p,,t,f,n,v,
e,,f,n,f,p,f,c,b,b,e,b,s,s,n,b,p,w,o,,k,c,p
p,,s,g,t,y,f,c,b,b,t,b,s,k,,e,p,n,o,f,k,,g
e,x,s,g,t,,f,c,n,p,e,e,s,s,w,w,p,y,o,l,,y,u
e,,f,n,f,p,,c,b,b,,,s,f,e,w,,n,o,,w,n,g
e,f,f,e,t,n,f,c,b,y,e,b,s,s,p,g,p,w,t,p,k,y,d
p,k,f,,t,f,,c,,h,e,c,f,k,o,g,p,w,o,e,r,v,g
e,f,y,,f,n,f,w,n,o,t,?,s,s,,w,p,n,o,p,,v,g
e,f,s,y,t,,a,w,,n,e,,y,k,w,o,p,,o,p,n,v,u
e,x,y,n,t,n,,c,n,b,e,?,s,s,n,,p,n,n,p,k,y,d
e,f,y,c,f,p,f,c,b,n,e,?,s,s,o,w,p,w,o,e,k,a,
e,k,y,b,t,m,f,w,n,b,t,e,y,,o,c,p,y,n,n,h,n,d
p,k,f,n,t,f,f,c,b,u,t,b,y,,w,w,p,n,o,n,k,,g
e,,,e,f,n,a,c,b,u,,,k,f,p,p,p,w,o,p,k,v,w
e,b,f,p,,n,f,c,b,h,e,,s,s,w,w,,w,o,,h,y,l
e,,f,c,t,,f,c,n,b,t,r,,f,,y,p,y,o,n,w,y,d
e,k,s,n,f,n,a,c,b,h,e,?,,k,,,p,,n,p,n,s,d
e,c,g,n,f,p,f,w,n,p,,e,f,,p,g,,w,o,e,w,s,g
p,f,y,y,f,l,f,c,b,o,t,b,k,,n,b,p,n,t,l,h,v,d
p,f,s,,f,p,,c,,u,t,b,f,s,w,n,p,n,,p,w,v,
p,x,y,e,f,m,,w,n,w,e,e,y,s,b,c,,w,o,e,w,,
p,f,f,g,t,s,f,c,n,g,t,?,k,,,,p,w,o,,w,v,
p,k,f,g,t,f,f,w,b,u,t,?,k,s,p,w,,o,,e,w,s,
p,x,y,g,f,f,f,c,b,p,e,r,s,k,w,p,,w,,,n,s,p
p,x,f,e,t,s,f,c,n,,e,b,k,k,w,n,p,w,o,e,n,a,g
e,c,y,e,f,c,f,w,,g,,?,,s,n,w,p,w,,l,w,y,g
e,x,s,,t,a,f,w,b,r,e,,k,,y,w,p,w,,l,k,,g
e,,f,e,t,n,f,c,n,e,e,,f,s,n,,p,w,o,p,w,s,u
p,f,s,n,,,f,c,b,,t,,k,s,w,n,p,w,,e,w,c,d
p,f,s,n,,a,f,c,n,,e,?,k,k,p,o,p,w,o,e,h,,g
e,,g,e,t,n,f,w,n,p,t,b,k,s,p,w,p,w,o,p,,v,
e,,y,g,t,n,a,c,n,k,t,b,s,f,w,w,p,w,,n,,v,
p,b,s,,f,n,f,c,n,,e,,k,s,w,p,p,w,,p,,v,g
p,,f,p,f,f,a,w,,n,t,,s,s,w,c,p,w,n,l,h,y,g
p,f,s,e,,a,,c,b,p,,?,k,k,p,g,p,w,o,l,b,s,d
e,f,y,w,f,,f,,b,p,t,?,y,y,n,w,p,o,o,p,k,y,d
e,f,f,,f,n,,w,,,t,b,s,s,w,n,p,n,o,e,k,c,d
e,f,s,y,t,,f,w,n,b,e,b,k,k,w,e,,w,o,p,k,s,d
p,x,y,e,t,l,a,c,n,w,t,b,s,s,n,b,p,w,n,p,k,,u
e,x,,e,f,s,f,c,b,n,t,e,k,s,p,n,,w,o,n,h,a,p
e,k,f,,t,l,f,c,b,y,t,e,s,,,p,p,,o,,n,y,m
e,,y,,t,s,f,c,n,p,t,c,,,w,p,p,,t,p,,v,d
e,x,y,n,t,n,f,c,b,n,t,?,,s,p,c,p,,o,,,y,d
p,x,y,,t,f,f,w,n,k,t,b,s,,p,b,p,,o,p,w,v,p
e,x,,y,f,l,a,c,b,k,e,r,k,,w,,p,,o,l,r,n,p
e,f,f,g,t,n,f,c,n,p,t,b,s,f,w,c,p,w,o,p,u,v,w
e,x,y,g,f,y,f,c,n,,e,?,f,s,p,c,p,w,o,p,r,y,m
p,f,y,,f,s,f,w,n,u,e,c,s,k,w,,p,w,t,p,n,,
p,f,g,y,t,f,f,c,b,o,,?,s,k,w,,p,w,o,e,,v,d
e,,y,y,,p,f,c,n,k,e,c,s,y,p,p,p,w,o,p,n,v,d
e,x,y,w,f,,,w,b,e,e,b,y,s,c,e,p,w,,p,h,v,p
e,x,y,,t,n,f,c,n,r,t,b,s,k,b,p,p,w,,e,,v,d
p,x,s,,f,f,a,w,,p,e,b,y,,n,p,p,o,,,k,v,m
p,,s,u,,y,f,w,n,k,e,b,y,f,n,w,,n,n,p,u,s,p
p,,y,e,f,l,f,c,b,,,?,k,s,w,w,p,w,o,n,w,v,
e,f,y,n,f,,f,c,b,u,e,r,k,,p,w,p,w,o,p,k,v,u
p,f,f,n,t,,a,c,n,u,e,e,f,s,g,e,p,w,,p,y,s,
e,,f,b,f,y,f,c,b,,e,r,s,y,p,w,p,w,o,,w,y,g
e,x,y,w,t,,a,w,b,,e,b,s,s,w,w,,w,o,,o,a,g
p,b,y,g,t,a,a,c,b,g,e,,k,,g,,,,o,l,n,,d
p,f,s,g,t,,,c,,,t,?,y,s,w,p,p,w,o,e,k,,d
e,,f,y,f,n,a,w,b,n,t,b,s,f,c,w,p,,n,e,b,,d
e,x,f,g,t,n,f,c,,,t,b,s,s,w,,p,o,o,,w,y,
p,x,y,c,f,s,f,c,n,p,e,?,k,s,w,n,p,w,o,p,w,a,
p,f,f,g,t,f,f,c,n,p,e,b,k,y,p,g,p,w,t,p,h,v,m
p,,s,,t,f,a,w,b,p,t,b,y,s,p,w,p,w,n,e,,v,g
p,x,y,,,s,f,c,b,p,t,c,s,s,p,c,,,o,l,h,s,w
e,b,y,p,f,n,f,c,b,,t,?,s,,w,e,p,w,t,e,w,c,u
p,f,y,r,f,a,f,w,b,n,e,e,k,s,w,n,p,w,n,,y,y,d
e,b,y,g,t,,a,,b,p,e,b,k,s,p,w,p,o,o,,k,y,d
e,f,,e,t,n,f,w,n,n,t,b,s,s,p,w,p,w,o,f,n,y,d
p,x,y,e,f,f,a,w,,p,,b,s,y,g,o,p,w,o,e,b,v,d
e,x,s,y,f,n,f,w,,g,t,c,k,,w,n,p,,o,,,v,p
e,x,f,c,t,n,f,c,b,u,t,b,s,,p,w,p,w,o,l,w,v,u
e,b,s,,,n,,w,b,p,e,?,s,y,,c,p,w,,p,w,v,g
e,x,y,w,f,c,f,c,n,w,t,b,k,k,w,o,p,w,o,p,u,s,
e,x,y,g,t,n,a,c,b,n,e,b,s,,e,w,p,w,o,,r,y,
p,k,f,,,f,f,w,b,k,e,b,k,s,,n,p,w,o,,h,v,d
e,x,s,g,f,n,a,w,n,g,t,b,k,,,w,p,w,n,p,w,v,g
e,s,g,n,f,n,f,c,n,o,t,b,y,s,g,n,p,w,o,e,n,y,d
p,c,s,y,f,p,a,w,b,,t,r,,y,,p,p,w,n,e,k,y,w
e,k,,,f,n,,w,b,u,t,c,f,,,b,p,w,,p,w,,d
e,x,y,y,,m,f,c,b,e,t,b,s,k,,w,p,y,t,,h,,d
p,x,s,u,f,a,f,c,n,e,t,b,y,f,c,p,p,w,t,n,,v,m
e,k,s,e,f,n,f,,n,,t,?,s,k,w,e,p,w,o,,n,y,p
e,,s,y,,y,f,c,n,k,e,,s,s,w,p,,,t,p,w,v,
p,,f,y,f,f,f,c,b,y,,b,,k,b,b,p,w,o,l,h,v,d
e,x,y,y,t,n,f,c,,b,e,?,s,s,b,,p,o,,,w,n,p
p,,f,w,f,f,f,c,b,w,e,c,s,k,w,n,p,w,,f,y,y,d
p,k,f,e,f,l,f,,n,k,t,?,k,s,w,,p,w,o,l,w,s,d
p,x,y,b,t,,f,c,b,w,e,b,k,f,,w,,w,n,p,n,y,g
e,b,s,u,,n,f,w,b,k,t,c,k,f,e,,p,y,t,e,u,c,m
p,,y,e,f,,f,c,b,,t,?,s,k,p,w,p,w,o,n,,s,d
e,x,f,,t,n,f,c,b,,,b,f,,w,b,p,w,,p,r,n,
p,k,g,w,,n,f,,n,u,t,b,,k,p,,p,w,,l,w,y,g
e,k,y,,f,,f,c,b,h,t,c,,,w,w,p,w,o,l,,v,d
e,f,y,,f,n,f,w,n,b,e,b,s,f,g,p,p,w,n,n,,s,g
p,f,s,,f,s,f,c,b,b,t,,s,s,w,n,p,w,o,p,w,v,
e,c,y,y,t,n,a,c,b,h,t,,s,s,g,p,,w,o,,u,v,g
e,f,y,r,t,,f,c,,g,e,b,k,f,p,p,,y,n,l,k,y,d
p,b,s,,f,p,f,w,n,o,t,?,s,s,y,w,p,w,o,l,n,v,g
e,x,s,b,t,m,a,c,,n,e,b,,f,p,b,p,n,o,p,b,,l
p,k,y,e,f,s,,,n,b,t,?,s,f,w,p,p,o,n,e,r,v,d
p,f,y,,t,y,a,c,n,g,,b,f,,w,b,p,w,o,f,r,v,d
e,f,f,w,t,n,f,c,n,g,e,?,k,s,o,g,p,w,o,,b,v,
p,x,s,,t,,f,c,,,t,r,s,y,g,g,,w,t,p,u,v,d
p,x,y,n,t,p,f,c,b,y,e,,,k,p,c,p,,o,e,w,y,d
p,f,s,w,,f,f,c,n,r,e,e,f,s,b,w,p,w,,e,u,y,l
p,f,s,e,f,y,f,,b,b,t,b,s,k,b,w,p,o,o,n,w,v,p
e,x,s,p,f,,,w,b,k,t,r,k,f,w,p,p,w,o,e,k,y,d
e,x,s,n,f,n,f,w,n,g,t,b,f,k,,n,p,w,n,,,,d
p,x,s,y,f,f,f,w,b,h,t,b,k,s,,n,p,y,o,f,o,a,p
e,f,f,g,t,n,f,,b,h,t,,,s,g,w,p,w,,l,b,y,d
e,s,f,n,f,n,f,c,b,r,t,b,y,s,w,w,p,w,o,p,n,,
e,b,f,n,f,n,,w,b,e,t,b,s,s,w,b,p,w,t,,w,v,
e,,f,n,f,p,f,c,n,g,e,b,s,k,p,c,p,w,o,l,k,c,u
e,c,f,,f,n,f,w,b,b,t,e,s,k,w,w,p,o,o,p,,,d
e,x,s,w,f,n,f,c,n,b,t,e,s,s,,y,p,w,t,e,h,v,
e,x,f,n,f,n,a,c,b,y,t,b,s,,,o,p,y,,,,c,
e,f,f,w,f,,f,c,b,n,t,e,,y,g,n,p,y,,,n,y,g
e,k,,n,t,n,,,,u,e,b,s,k,w,w,p,w,o,p,u,c,g
e,f,f,e,t,a,f,c,b,n,t,?,s,k,n,,p,,o,l,h,v,d
e,f,y,,f,n,a,w,b,b,e,b,s,f,,e,p,w,o,e,o,c,u
e,f,g,g,,s,f,w,n,n,t,?,k,s,w,w,,y,t,e,r,c,g
p,f,,p,t,c,f,c,,,,?,y,k,,w,p,w,t,p,w,v,g
e,x,y,g,t,n,f,c,b,w,t,b,,s,,p,p,w,,p,,v,p
p,k,f,g,f,f,f,,n,k,t,r,s,s,w,p,p,w,n,e,y,s,d
e,c,y,w,f,c,f,c,n,g,t,?,k,y,w,,p,,,,n,y,p
e,x,f,n,f,l,a,c,b,h,,r,y,k,,w,p,w,o,n,b,n,
e,f,y,g,f,,a,c,b,w,e,b,s,f,p,c,,w,,n,n,v,l
e,f,f,g,f,f,a,w,b,y,t,b,s,s,w,p,p,w,o,p,y,y,d
e,x,g,n,t,n,f,w,n,h,,?,s,f,w,w,p,w,o,e,b,y,g
e,f,s,g,f,s,f,c,n,y,t,b,f,s,b,e,p,w,o,p,n,,d
p,f,f,g,t,f,,c,b,p,e,?,f,y,w,n,p,o,t,f,h,s,d
e,,f,y,f,,f,c,n,b,t,,s,k,p,e,p,w,t,,k,a,
e,f,y,y,f,y,,c,n,o,,,,k,o,o,p,w,o,p,,v,l
p,f,s,w,t,l,f,c,n,h,e,?,s,y,,w,p,w,o,l,w,v,l
e,x,y,,t,s,f,c,n,e,,b,k,s,,g,p,,n,e,n,,g
e,x,y,u,f,,f,w,b,n,e,b,k,k,,w,p,w,o,,w,y,d
e,b,y,e,f,l,f,,n,h,t,b,s,k,,w,p,w,t,p,h,y,l
p,f,y,e,,l,f,c,b,u,t,,f,s,b,,p,,,e,h,c,d
e,k,g,g,t,,,c,b,b,e,b,,s,w,n,p,w,o,p,,a,g
p,b,f,,f,n,f,c,,n,t,b,,s,g,n,p,w,o,f,k,y,l
p,c,f,n,t,,f,c,n,b,t,c,k,s,p,,p,w,o,p,,,
p,b,,,f,,f,,b,w,,r,k,s,g,w,p,w,,,h,n,g
e,x,f,n,,c,f,c,b,u,e,,s,y,p,w,p,w,o,p,n,s,p
e,x,f,g,f,a,f,w,,h,t,?,,,w,,p,w,o,p,,v,d
p,x,g,g,,f,f,c,n,n,,?,s,y,w,w,p,w,o,n,w,v,l
e,s,f,e,t,,f,c,,w,,r,y,s,w,y,p,o,,l,,v,
e,b,g,e,t,s,,c,b,b,t,c,s,,o,p,p,w,o,p,y,n,
e,x,f,e,t,m,f,c,,y,t,b,s,s,p,e,p,,o,,,s,d
e,s,s,n,f,,,c,b,w,e,r,s,s,w,p,p,w,o,,n,v,g
p,,y,,f,s,f,,b,g,e,b,k,y,o,c,p,w,o,p,w,v,d
e,k,f,n,f,a,f,c,b,,t,?,k,y,w,c,p,,t,p,y,s,u
p,x,y,r,t,p,a,c,,n,e,?,f,s,o,e,p,y,o,e,k,s,g
e,f,,g,f,l,a,w,n,p,t,e,s,,,w,p,w,o,e,n,c,g
e,x,f,y,f,a,f,c,n,w,t,?,s,,,,p,n,n,f,n,s,w
e,s,y,w,f,f,f,c,b,w,e,?,s,s,b,w,p,w,o,p,h,s,d
p,f,y,e,t,,f,c,n,k,t,e,s,s,w,p,p,w,o,e,k,n,d
e,f,s,g,f,f,f,w,,b,t,e,y,s,w,g,p,w,o,f,w,v,d
e,s,f,e,,l,,c,b,n,t,?,s,s,,p,p,w,o,l,,s,d
p,f,s,w,f,l,f,c,n,e,e,?,y,f,,b,,w,o,e,u,,p
e,k,y,,f,,a,c,b,n,t,?,s,,e,o,p,n,,n,,v,g
p,x,,,,f,f,c,b,b,,?,,k,e,w,p,w,o,p,h,y,l
e,x,y,g,f,p,f,,b,w,t,?,s,s,g,w,p,w,o,p,,v,l
p,k,f,n,f,l,a,w,b,b,t,b,k,y,n,,,w,n,l,,c,u
p,,y,e,,f,f,w,n,b,t,b,k,,b,y,p,y,o,,w,n,g
e,,f,c,t,f,a,c,b,b,e,b,s,f,c,g,p,w,o,p,h,,
p,k,y,n,f,f,f,w,n,h,,?,,,c,o,p,n,o,p,h,y,l
p,x,s,n,f,f,,w,b,u,e,b,,f,,,p,w,o,p,u,,g
e,c,s,g,t,n,f,,b,p,t,?,s,k,w,p,p,w,o,p,u,v,w
e,x,f,u,f,,f,c,b,g,e,,,s,w,w,p,w,t,p,w,n,
p,x,y,g,f,,f,c,b,n,e,?,,,p,w,p,o,,f,y,y,d
e,f,s,y,t,s,,c,b,w,e,,s,s,n,n,p,w,o,e,n,,m
p,f,,n,t,,f,c,b,k,t,c,,s,w,p,p,o,o,p,k,,d
p,x,s,w,t,y,f,,b,h,t,b,s,s,y,w,p,n,o,l,,y,g
e,x,g,u,t,l,f,c,b,,e,c,s,f,b,,p,w,,n,w,v,g
e,f,s,n,t,y,,c,b,g,t,,s,s,p,w,p,w,o,f,w,v,g
p,f,g,u,f,f,f,,b,h,e,b,,k,p,e,p,,o,l,b,y,p
e,f,y,e,t,n,a,w,b,n,t,c,,s,w,,p,o,,n,w,v,
e,f,s,n,,n,f,,b,,e,b,k,s,b,n,p,w,o,l,o,v,l
e,f,s,n,f,n,f,c,b,,t,?,s,s,,,p,w,t,p,h,v,w
p,,y,g,,s,,c,,n,t,b,k,s,o,g,p,w,o,p,r,v,d
p,b,,b,t,n,f,c,n,p,e,?,s,y,,p,p,,o,l,n,v,p
p,b,y,,f,,f,c,n,y,e,r,s,s,w,y,p,w,o,n,k,,g
e,x,f,n,t,n,a,c,b,n,,b,s,,w,n,,w,,l,,n,d
e,,,g,f,a,f,w,b,p,e,?,k,s,,w,p,w,o,,k,a,p
p,x,f,e,t,c,f,c,n,n,t,?,s,y,,,p,w,o,,w,c,d
p,c,y,e,t,,a,c,b,e,,?,s,s,n,,p,w,o,e,r,v,
p,f,s,y,t,f,a,c,n,n,t,e,,,w,c,,o,,e,r,s,w
p,s,f,,f,f,,c,b,h,t,b,k,,y,g,p,w,o,l,h,y,p
e,x,,n,f,n,f,c,b,g,t,c,s,k,o,g,p,w,t,p,k,,
p,f,f,e,t,p,a,w,b,u,e,c,f,s,w,,,o,o,l,k,v,
p,f,y,w,f,l,f,c,b,h,t,,k,k,w,w,p,w,o,l,h,,g
p,b,f,e,t,n,,w,n,e,e,b,s,y,w,p,p,w,n,e,r,,m
p,s,f,g,f,,f,c,b,p,t,b,f,s,p,w,p,o,o,n,,,l
p,,f,c,,s,,w,,b,,e,y,s,,n,p,y,o,e,k,v,d
p,c,y,c,f,l,f,,n,p,t,r,,k,,w,p,o,o,n,k,v,g
p,k,,p,f,f,f,c,n,u,,?,,k,w,w,p,w,o,e,w,a,w
e,k,y,n,f,,f,c,n,p,e,c,k,k,b,b,p,w,,e,h,,g
p,c,s,w,f,p,f,c,b,b,e,,k,k,w,n,p,y,,e,w,n,g
p,x,s,e,,a,f,w,,k,t,,y,,w,e,p,w,o,l,w,y,g
p,x,s,y,f,,f,c,n,,e,e,s,s,b,b,p,o,,p,k,v,d
p,k,s,g,,,f,c,b,p,e,b,f,k,b,,p,o,t,l,h,y,l
p,x,s,e,f,y,f,c,b,k,,?,y,k,g,,p,w,o,p,k,c,g
e,f,,r,t,a,,w,n,p,t,?,f,s,w,w,p,w,o,p,u,,g
e,f,f,y,t,s,f,c,b,w,t,?,s,f,w,b,p,w,t,e,,v,g
p,s,y,n,f,f,,c,,p,e,b,,,w,w,p,w,o,p,u,v,g
e,f,f,,,p,a,,b,g,,?,f,,w,w,p,o,,l,w,a,m
e,f,y,c,t,n,f,c,b,w,e,b,s,k,p,g,p,w,o,p,,n,l
e,x,g,n,t,n,f,c,b,w,e,c,y,s,n,p,p,w,o,l,,n,u
e,x,y,n,t,c,f,c,b,p,t,c,k,s,w,p,,w,t,e,k,v,d
p,k,f,g,t,c,f,,b,p,e,,s,,o,w,p,w,o,p,k,,
p,,y,n,f,c,,c,n,n,,b,s,s,n,w,p,,o,l,k,,l
p,x,,p,f,f,f,c,b,,t,e,y,y,,p,p,n,o,l,,c,d
p,x,,e,f,f,a,c,n,n,t,?,k,s,p,w,p,w,o,e,w,v,m
p,f,f,n,t,s,f,w,,g,t,b,s,y,n,b,p,w,o,,b,v,d
e,f,y,w,,a,f,w,,b,e,b,s,k,y,e,p,w,o,p,w,a,d
e,b,g,g,t,s,f,c,n,h,t,b,s,s,,p,p,w,t,p,w,v,d
p,f,,w,f,s,,w,b,p,t,,k,k,n,,p,,,p,k,c,d
p,,s,g,t,c,f,c,,p,e,,f,f,o,w,p,o,o,n,h,v,
p,x,y,r,t,,f,c,b,n,e,e,y,k,c,w,p,w,o,l,o,y,u
e,s,y,g,f,n,f,c,b,e,t,b,,y,p,,p,w,o,p,h,v,d
p,,f,w,,l,f,c,,,e,?,s,k,g,e,,w,o,p,u,y,d
p,k,y,e,t,l,a,c,n,b,e,,s,s,n,o,,w,o,n,r,y,u
e,x,y,u,f,y,f,c,b,u,e,?,s,k,w,e,p,,o,e,w,a,w
e,k,s,g,,n,a,w,b,g,t,c,s,s,n,b,p,w,o,n,k,v,l
e,k,y,c,f,n,f,,n,w,e,,k,,w,o,p,y,t,l,n,y,
e,f,g,y,f,p,f,,n,p,,?,y,k,y,c,p,,o,e,h,v,
p,b,f,n,t,f,,c,b,k,t,b,s,s,,w,,o,n,p,w,v,
