City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
London,UK,2023-09-18,46.81,12.36,40.7,3.04,7.61,163.08,37.18,36.11,9.75
Bangkok,Thailand,2023-02-01,143.7,163.11,82.98,42.88,2.36,193.1,13.13,39.52,19.07
Seoul,South Korea,2023-05-16,146.73,82.04,43.57,16.66,2.05,182.28,-8.87,72.17,3.91
Moscow,Russia,2023-07-28,88.95,143.53,85.39,36.41,2.02,164.06,14.24,58.23,2.93
Mexico City,Mexico,2023-05-20,67.08,44.52,73.3,7.67,6.7,48.01,17.04,54.53,16.65
Sydney,Australia,2023-11-12,95.11,63.81,98.24,24.38,7.77,144.59,3.77,96.4,17.83
Moscow,Russia,2023-09-17,68.79,76.33,72.6,14.08,2.7,111.23,-5.06,63.55,2.81
Sydney,Australia,2023-09-05,9.02,24.13,49.12,39.15,7.5,181.36,-8.64,55.79,10.23
Istanbul,Turkey,2023-05-10,72.75,38.79,31.58,35.59,2.63,186.67,16.51,28.25,16.9
Paris,France,2023-11-21,6.62,77.45,45.46,21.87,0.55,121.0,9.8,12.9,11.62
Seoul,South Korea,2023-09-18,35.97,194.32,97.44,5.26,6.86,171.56,6.43,18.85,4.7
Beijing,China,2023-12-14,107.55,162.86,51.71,21.17,8.9,142.55,15.78,35.48,0.76
Berlin,Germany,2023-11-11,110.52,79.93,98.26,49.58,7.36,41.04,8.24,62.23,13.07
New York,USA,2023-09-25,54.95,153.58,24.75,24.04,8.75,148.47,-2.55,70.12,14.66
Los Angeles,USA,2023-06-09,145.79,120.93,65.15,42.55,3.88,198.86,23.46,27.35,15.86
London,UK,2023-08-27,29.51,156.75,86.9,24.3,1.21,74.91,15.25,39.16,10.12
Moscow,Russia,2023-08-27,88.42,144.66,39.08,34.0,1.39,15.8,14.08,81.38,15.87
Seoul,South Korea,2023-06-26,16.72,50.14,6.19,34.93,0.66,164.19,-5.53,62.43,4.96
Istanbul,Turkey,2023-01-02,132.29,189.8,53.56,28.83,4.59,176.44,15.92,73.57,16.56
Toronto,Canada,2023-08-08,85.49,13.32,60.13,42.49,0.55,66.66,-2.03,45.42,0.85
Cairo,Egypt,2023-12-08,128.16,120.58,82.45,33.66,6.61,82.14,26.56,71.94,13.62
Istanbul,Turkey,2023-11-26,89.33,104.23,49.6,15.94,0.14,152.9,25.1,80.28,14.7
Bangkok,Thailand,2023-06-02,66.13,116.12,8.94,16.69,2.93,29.51,23.79,39.48,4.5
Sydney,Australia,2023-05-08,148.77,106.65,42.78,16.23,0.64,139.19,5.29,16.13,12.21
Madrid,Spain,2023-10-06,87.23,18.37,80.03,8.93,4.64,150.89,23.88,61.23,4.62
Bangkok,Thailand,2023-11-14,105.49,100.45,23.56,11.25,9.51,146.37,14.8,29.64,3.4
Sydney,Australia,2023-05-06,59.6,78.51,92.22,20.12,3.07,34.48,-0.41,83.07,13.86
Berlin,Germany,2023-11-01,119.8,106.51,63.27,47.99,9.76,15.08,18.46,86.74,15.25
Seoul,South Korea,2023-09-28,5.89,163.99,38.49,25.57,4.56,58.97,-9.65,93.73,18.35
Tokyo,Japan,2023-01-17,33.87,173.99,74.73,25.74,4.65,189.94,22.82,77.81,13.27
Mexico City,Mexico,2023-10-23,134.14,171.21,65.3,23.48,8.36,126.36,30.8,93.9,6.29
Tokyo,Japan,2023-10-19,79.05,89.75,8.64,9.71,1.57,58.84,26.15,97.19,8.55
Los Angeles,USA,2023-02-05,47.74,77.51,69.55,9.17,2.84,23.53,20.7,22.96,12.7
Toronto,Canada,2023-04-12,64.41,17.03,87.77,8.6,7.69,27.65,18.21,46.16,17.01
Sydney,Australia,2023-08-07,67.93,165.59,29.05,41.95,5.59,83.61,33.3,59.98,10.04
Johannesburg,South Africa,2023-04-01,70.31,21.66,17.96,4.49,5.47,102.31,37.01,66.8,3.26
Los Angeles,USA,2023-12-01,32.36,25.7,76.41,31.26,2.99,53.62,2.71,41.4,9.76
Istanbul,Turkey,2023-08-26,33.24,52.68,68.82,26.64,1.21,185.13,-1.02,86.01,4.91
Seoul,South Korea,2023-04-17,31.6,125.78,24.32,32.17,2.62,73.5,10.41,48.6,14.69
Cairo,Egypt,2023-05-24,142.12,120.74,81.85,37.46,2.03,155.1,-1.77,85.99,14.08
Mexico City,Mexico,2023-05-03,23.04,17.69,99.97,33.67,6.19,25.99,38.03,54.72,18.35
Seoul,South Korea,2023-04-08,50.01,74.2,37.57,5.56,2.08,123.5,17.42,31.9,19.89
Mumbai,India,2023-12-27,79.74,196.52,83.07,3.32,1.2,45.02,25.55,91.68,4.28
Mumbai,India,2023-04-16,58.79,22.81,76.49,46.52,6.68,133.15,39.31,10.76,15.14
Rio de Janeiro,Brazil,2023-08-17,141.35,160.26,12.75,39.76,6.72,177.26,27.31,38.21,5.29
Tokyo,Japan,2023-11-18,119.55,184.05,58.03,19.79,2.99,189.44,20.37,15.73,15.25
Mumbai,India,2023-12-04,92.02,91.02,93.87,18.74,3.86,20.89,10.69,74.48,18.51
Berlin,Germany,2023-10-11,123.15,79.33,79.17,40.47,9.49,78.85,12.54,55.63,7.13
Dubai,UAE,2023-11-19,120.05,172.65,81.13,14.09,0.29,56.92,0.62,31.81,1.79
London,UK,2023-02-27,30.02,142.33,41.48,9.9,7.39,50.6,27.74,47.11,12.39
Bangkok,Thailand,2023-05-23,9.95,164.96,13.86,46.3,5.21,88.94,-4.12,71.93,1.11
Istanbul,Turkey,2023-02-07,100.94,105.48,49.14,42.19,9.62,151.66,-6.04,53.35,11.76
Mumbai,India,2023-03-06,107.62,52.09,80.59,8.1,6.83,88.37,37.89,71.87,4.73
Sydney,Australia,2023-04-22,41.12,74.04,85.63,41.32,8.77,135.18,-5.24,56.92,8.83
Johannesburg,South Africa,2023-02-13,143.83,145.26,40.43,26.65,3.05,80.14,6.07,91.96,1.04
Paris,France,2023-07-03,9.54,72.48,67.36,3.83,0.26,126.53,27.42,61.08,10.95
Madrid,Spain,2023-12-12,54.08,189.0,78.92,49.42,2.32,58.58,23.34,28.95,12.26
Seoul,South Korea,2023-05-03,6.74,174.71,63.14,11.09,5.67,128.45,34.12,76.1,4.45
Beijing,China,2023-09-24,52.52,121.2,37.12,36.81,3.08,90.37,-9.44,89.01,6.37
London,UK,2023-08-11,117.34,78.32,57.61,4.58,0.6,14.2,37.79,47.96,7.74
Paris,France,2023-04-05,19.3,22.49,93.87,16.32,8.66,57.46,-2.64,23.73,9.48
Toronto,Canada,2023-02-01,121.42,50.76,84.25,29.0,7.8,26.04,10.0,42.4,8.06
Cairo,Egypt,2023-03-01,136.44,131.74,8.1,13.38,7.75,170.49,26.62,80.55,12.78
Tokyo,Japan,2023-07-10,15.81,46.42,30.92,8.72,4.09,28.94,23.41,67.53,4.31
Beijing,China,2023-11-08,115.7,144.07,16.19,47.4,6.72,193.25,-7.59,35.67,14.08
Seoul,South Korea,2023-05-24,149.1,185.82,89.95,29.48,3.95,37.92,-9.81,61.28,12.71
London,UK,2023-08-24,23.14,107.6,83.96,12.59,8.75,94.8,27.38,34.17,15.23
Cairo,Egypt,2023-06-15,10.87,151.89,57.2,32.17,8.72,118.91,5.96,35.91,7.85
Moscow,Russia,2023-03-04,66.69,17.17,37.21,33.67,3.59,53.86,30.75,54.86,3.8
Mumbai,India,2023-10-17,42.7,123.0,29.66,18.82,7.44,84.33,2.39,81.06,8.08
Mumbai,India,2023-01-18,41.65,169.26,99.11,34.23,8.69,167.71,-9.2,40.12,5.69
Paris,France,2023-01-28,68.36,131.85,70.72,49.01,6.95,132.8,23.19,59.61,14.3
Dubai,UAE,2023-10-19,32.27,59.36,67.05,5.35,8.69,67.91,32.15,80.93,6.07
Toronto,Canada,2023-05-13,122.77,178.07,53.26,4.58,6.66,191.24,22.75,32.49,9.32
Johannesburg,South Africa,2023-02-05,27.33,149.19,18.92,11.25,2.3,174.91,6.38,42.37,6.5
Tokyo,Japan,2023-07-03,87.01,187.19,89.12,17.14,7.36,115.99,9.58,96.72,19.28
Mumbai,India,2023-08-12,80.25,173.05,91.21,28.13,2.33,35.73,13.59,91.5,2.6
Dubai,UAE,2023-02-20,27.67,142.6,31.25,13.89,9.45,42.28,38.29,60.3,8.92
Istanbul,Turkey,2023-04-28,64.08,161.89,36.12,39.42,3.14,61.23,6.96,62.68,12.7
Cairo,Egypt,2023-12-27,47.33,10.12,30.59,47.87,9.87,38.63,23.25,68.13,18.92
Rio de Janeiro,Brazil,2023-12-20,83.06,66.46,97.09,18.72,8.72,194.34,36.57,37.76,2.69
Beijing,China,2023-09-24,149.53,176.61,70.94,36.73,3.69,152.05,13.48,29.15,18.15
Seoul,South Korea,2023-07-06,16.96,160.41,63.15,24.49,4.02,75.08,19.59,68.54,0.9
Sydney,Australia,2023-09-15,145.21,181.86,97.6,5.44,6.69,157.76,16.13,95.39,4.12
Sydney,Australia,2023-05-23,147.05,75.66,52.92,24.92,9.99,121.96,34.74,45.79,2.58
Istanbul,Turkey,2023-05-19,84.82,199.78,22.12,33.17,3.85,103.78,-3.91,55.9,18.43
Cairo,Egypt,2023-04-24,143.15,68.94,50.94,10.22,9.29,18.22,38.36,35.61,19.48
Seoul,South Korea,2023-08-10,116.79,34.19,46.88,40.54,6.33,53.77,14.61,69.6,10.92
Mumbai,India,2023-08-23,37.92,99.34,59.9,6.95,3.61,179.63,22.9,29.52,15.19
Tokyo,Japan,2023-08-09,146.14,42.11,70.86,43.36,3.33,84.25,13.23,53.13,4.17
Paris,France,2023-02-08,57.77,126.1,72.73,19.09,4.98,117.07,26.57,13.83,10.69
Tokyo,Japan,2023-03-21,107.79,184.41,73.63,27.92,0.65,116.67,15.02,43.94,15.64
Sydney,Australia,2023-11-21,67.38,188.93,40.38,40.15,5.51,111.81,25.89,57.1,12.98
Bangkok,Thailand,2023-08-28,32.92,76.18,31.25,27.44,4.14,47.42,2.85,69.91,17.62
Mumbai,India,2023-04-17,134.52,77.32,32.57,49.5,0.39,133.38,8.14,31.0,18.97
New York,USA,2023-09-16,52.12,90.26,40.0,4.61,4.96,52.68,-9.92,51.1,5.74
Madrid,Spain,2023-04-13,60.97,46.45,57.19,10.67,6.64,120.07,-7.32,18.73,13.77
Johannesburg,South Africa,2023-10-19,53.68,126.39,90.09,48.5,9.01,31.89,17.78,84.76,19.27
Sydney,Australia,2023-05-14,68.81,160.32,54.61,49.37,8.27,173.67,31.66,43.85,6.64
Mumbai,India,2023-04-04,68.15,110.78,5.43,21.13,9.91,150.62,-7.64,91.24,19.91
Istanbul,Turkey,2023-12-15,86.9,42.81,62.04,14.39,8.27,30.53,16.1,74.93,7.04
Moscow,Russia,2023-03-13,34.54,118.93,28.11,34.8,2.88,26.23,12.14,54.12,12.59
Toronto,Canada,2023-05-21,48.32,22.73,81.22,45.27,2.36,187.96,6.22,12.16,9.69
Madrid,Spain,2023-12-15,111.59,76.79,75.79,35.88,1.51,169.04,28.79,30.09,7.14
Istanbul,Turkey,2023-07-25,84.28,109.15,18.68,7.69,2.99,165.52,39.97,97.46,12.25
Berlin,Germany,2023-08-07,42.56,111.74,76.52,22.75,4.74,195.53,25.47,14.12,6.82
Dubai,UAE,2023-08-09,105.54,152.74,53.23,31.25,7.72,60.7,34.58,61.8,12.24
Paris,France,2023-07-26,149.21,99.56,17.96,47.94,0.31,48.11,39.99,55.17,5.15
Toronto,Canada,2023-09-08,54.77,130.71,19.04,8.8,8.37,72.92,28.58,44.52,14.63
Tokyo,Japan,2023-05-06,86.88,148.9,28.02,41.15,0.14,174.96,9.04,21.32,6.66
New York,USA,2023-09-06,96.14,62.33,65.27,5.3,7.84,32.47,19.15,29.48,17.92
Rio de Janeiro,Brazil,2023-05-25,79.48,164.14,19.45,17.63,8.58,181.18,-2.41,55.22,2.68
Dubai,UAE,2023-10-09,109.38,174.72,62.5,35.05,3.62,36.8,-8.6,32.38,13.91
London,UK,2023-09-26,74.21,147.56,53.55,24.67,1.37,199.86,-2.79,94.66,18.16
Seoul,South Korea,2023-03-26,126.71,115.69,68.51,24.53,5.4,119.83,11.93,75.44,12.19
Tokyo,Japan,2023-01-13,51.22,51.95,84.72,34.14,6.2,40.74,-1.6,10.61,0.55
Los Angeles,USA,2023-11-20,9.83,134.41,19.95,19.77,8.45,20.54,30.92,49.84,17.1
New York,USA,2023-05-21,106.69,162.65,90.68,3.38,3.4,51.27,25.59,18.3,18.81
Sydney,Australia,2023-01-19,119.79,77.74,34.81,42.45,5.0,53.18,29.05,95.17,15.53
Beijing,China,2023-01-25,56.0,112.68,16.86,15.62,3.04,25.86,19.42,57.41,10.12
Moscow,Russia,2023-05-01,53.01,168.47,66.11,17.35,5.21,163.2,19.33,34.24,15.92
Moscow,Russia,2023-09-19,65.62,140.31,53.39,30.81,4.66,169.2,-8.77,33.2,19.59
Istanbul,Turkey,2023-10-25,62.11,80.51,75.03,49.78,3.53,74.76,21.14,79.32,6.11
London,UK,2023-04-15,75.64,14.26,34.62,15.48,0.48,74.18,21.88,73.81,8.58
Sydney,Australia,2023-02-03,148.33,67.37,25.7,44.51,5.44,133.4,10.81,98.53,11.42
Istanbul,Turkey,2023-11-04,17.62,16.11,25.86,35.58,5.05,182.32,18.54,30.9,4.74
Mumbai,India,2023-04-16,41.44,81.97,73.8,43.21,1.53,185.72,25.48,21.77,1.85
Toronto,Canada,2023-07-06,30.41,39.5,72.57,35.13,3.35,89.65,11.35,88.65,11.69
Berlin,Germany,2023-06-06,16.19,160.31,97.5,49.63,3.1,19.37,19.94,47.64,6.95
Istanbul,Turkey,2023-07-28,23.14,24.15,66.13,34.59,1.87,150.68,9.02,23.87,18.64
Moscow,Russia,2023-08-01,113.62,31.98,89.13,25.09,0.51,175.27,34.79,22.83,16.63
New York,USA,2023-07-12,15.3,87.64,44.88,33.47,6.04,60.23,30.3,58.12,11.89
Bangkok,Thailand,2023-01-10,94.77,160.6,78.64,23.31,3.73,42.37,21.32,64.35,1.9
Seoul,South Korea,2023-06-09,82.37,100.27,31.51,31.07,8.63,37.15,23.91,67.24,6.36
Los Angeles,USA,2023-02-06,76.82,83.33,34.28,25.84,5.15,43.8,1.13,18.96,4.59
Tokyo,Japan,2023-11-24,17.18,78.37,50.49,14.44,1.99,122.69,17.22,22.79,1.21
Istanbul,Turkey,2023-11-14,38.34,113.35,63.83,45.23,6.78,162.1,-7.17,97.68,16.45
Beijing,China,2023-09-13,52.85,16.38,87.36,10.63,0.79,176.98,14.08,37.61,19.88
Mumbai,India,2023-07-23,87.13,149.24,18.25,38.07,7.88,85.72,1.66,24.49,5.89
Dubai,UAE,2023-02-03,39.75,199.85,35.4,14.69,7.9,150.15,18.07,89.5,18.62
Madrid,Spain,2023-04-17,38.06,106.79,69.54,8.46,7.04,192.94,21.31,58.62,7.79
Seoul,South Korea,2023-10-22,62.98,186.3,37.37,37.21,2.54,70.93,11.1,17.16,17.2
Istanbul,Turkey,2023-09-11,30.02,162.56,37.34,49.13,0.79,127.53,29.84,56.2,16.71
Madrid,Spain,2023-01-03,124.85,132.29,63.13,13.05,0.83,32.93,11.01,51.35,9.2
Toronto,Canada,2023-07-08,105.74,140.51,76.1,7.71,4.33,157.36,30.13,72.46,5.26
Dubai,UAE,2023-06-14,115.32,105.82,67.41,30.49,4.63,62.66,5.21,97.85,10.67
Mexico City,Mexico,2023-08-04,42.02,39.87,66.4,31.0,7.69,160.88,5.38,72.49,10.04
Berlin,Germany,2023-04-21,58.19,124.44,30.05,44.92,5.45,187.7,6.23,53.24,13.78
Istanbul,Turkey,2023-10-19,84.4,51.8,38.43,17.2,7.82,69.02,-6.1,31.21,10.6
Madrid,Spain,2023-08-16,83.71,182.59,39.43,4.79,8.87,129.34,28.33,51.44,19.94
Cairo,Egypt,2023-08-24,15.56,71.8,91.81,6.63,4.44,197.85,25.24,43.24,11.27
Johannesburg,South Africa,2023-10-28,41.57,175.98,72.35,48.9,1.81,95.23,25.9,83.59,0.79
Berlin,Germany,2023-08-15,102.09,192.46,35.53,8.29,8.89,138.01,9.57,34.91,1.79
Cairo,Egypt,2023-03-11,52.14,49.81,53.55,34.26,1.43,175.75,-9.28,53.66,18.33
Toronto,Canada,2023-08-20,19.07,168.11,15.2,11.63,5.92,156.68,29.9,39.88,15.73
Seoul,South Korea,2023-03-25,95.34,11.2,79.29,30.94,7.4,17.71,-0.39,88.3,1.31
Tokyo,Japan,2023-06-19,127.55,189.15,95.87,29.35,8.01,124.33,-2.7,23.98,16.44
Berlin,Germany,2023-10-09,21.15,39.9,75.23,40.11,9.68,66.43,13.92,37.62,6.03
Johannesburg,South Africa,2023-01-25,97.6,148.29,43.14,25.74,4.85,151.11,30.51,73.91,13.88
Sydney,Australia,2023-07-21,132.89,23.89,34.88,6.04,1.8,47.7,22.5,59.13,7.33
Berlin,Germany,2023-12-10,121.74,75.99,58.06,6.96,2.99,57.31,2.59,58.98,10.07
Bangkok,Thailand,2023-01-03,63.42,48.95,19.46,16.75,6.83,132.83,19.62,68.51,8.99
Beijing,China,2023-07-17,40.41,37.19,34.25,22.33,7.67,160.11,6.64,50.01,10.04
Paris,France,2023-05-10,79.67,183.73,38.36,35.5,4.87,128.44,1.66,94.64,14.98
Moscow,Russia,2023-06-27,113.69,158.81,8.58,33.48,5.86,38.29,15.53,29.28,11.43
Moscow,Russia,2023-12-16,61.12,100.03,44.8,6.8,6.84,93.37,13.51,75.11,11.51
Paris,France,2023-11-15,110.77,83.59,43.26,17.22,6.18,157.21,5.04,57.77,6.54
Mumbai,India,2023-08-11,71.06,15.7,91.71,44.68,5.01,29.26,16.64,16.45,9.35
Bangkok,Thailand,2023-12-05,79.98,57.25,59.39,17.68,5.45,121.99,-1.43,53.93,9.42
Los Angeles,USA,2023-12-02,132.91,80.95,96.32,11.78,5.71,87.98,10.55,13.65,4.27
Madrid,Spain,2023-07-15,51.46,120.54,44.94,25.72,5.39,188.83,12.34,92.04,14.16
Rio de Janeiro,Brazil,2023-03-20,137.0,94.87,44.4,29.05,6.52,90.85,26.0,78.78,13.2
Toronto,Canada,2023-11-12,21.74,45.46,31.71,11.91,3.19,42.5,-8.99,60.1,9.99
Moscow,Russia,2023-03-03,105.81,50.76,86.56,27.5,7.7,110.5,21.5,44.01,4.1
Toronto,Canada,2023-05-19,91.89,151.02,96.14,17.02,7.36,91.65,34.54,11.48,9.95
Moscow,Russia,2023-04-24,28.83,160.79,40.62,26.26,7.53,114.38,33.7,68.5,10.74
Tokyo,Japan,2023-02-17,73.49,10.44,67.24,18.64,9.95,49.54,35.31,81.12,6.28
Bangkok,Thailand,2023-03-25,131.59,103.68,97.76,23.79,8.85,157.74,24.33,28.31,16.65
Dubai,UAE,2023-09-17,52.8,25.29,6.63,23.55,7.09,82.05,2.92,52.1,13.44
Madrid,Spain,2023-03-05,87.22,79.1,55.68,27.49,8.76,16.31,-7.81,54.36,14.53
Paris,France,2023-02-08,133.09,146.32,94.92,22.06,7.57,175.75,30.3,65.5,12.65
Istanbul,Turkey,2023-08-23,112.59,20.23,6.88,33.96,3.88,88.36,21.93,49.94,7.89
Paris,France,2023-11-13,132.98,124.42,58.7,36.99,6.63,61.52,-1.54,95.22,10.75
Beijing,China,2023-03-04,114.42,55.37,26.31,26.59,9.62,91.94,27.87,47.33,15.63
Istanbul,Turkey,2023-09-14,87.58,24.59,55.05,2.08,7.8,79.03,20.01,54.33,2.75
Mumbai,India,2023-10-13,126.43,161.26,53.3,29.55,7.64,107.66,33.11,84.75,5.93
Tokyo,Japan,2023-11-17,50.79,56.44,7.8,6.85,0.35,156.07,-2.38,34.83,9.7
London,UK,2023-12-25,135.09,52.72,48.82,32.13,2.46,100.64,31.01,66.83,15.63
Moscow,Russia,2023-03-15,15.46,102.9,83.94,6.99,8.81,44.44,-3.49,34.86,8.55
Istanbul,Turkey,2023-12-17,103.08,31.69,84.05,12.24,9.82,20.24,38.48,17.03,11.62
Moscow,Russia,2023-07-02,24.83,96.88,6.12,16.96,1.73,110.6,28.39,20.3,11.44
Madrid,Spain,2023-02-02,42.18,70.64,11.3,48.79,7.45,59.07,16.33,50.73,2.01
Johannesburg,South Africa,2023-05-18,80.94,13.09,63.86,15.58,4.52,168.04,39.59,86.25,16.46
Bangkok,Thailand,2023-04-02,149.03,199.22,95.52,1.17,6.46,179.07,8.75,30.6,6.42
Sydney,Australia,2023-07-12,29.53,78.88,21.26,19.79,0.2,100.53,-8.89,86.03,10.57
Mexico City,Mexico,2023-02-04,97.4,94.98,64.87,31.35,0.19,112.81,1.45,79.2,5.19
Bangkok,Thailand,2023-06-27,23.72,120.95,14.28,37.64,5.18,172.89,26.96,23.35,5.43
Sydney,Australia,2023-11-05,90.55,110.89,98.68,22.27,8.45,19.45,-0.76,29.25,6.33
Dubai,UAE,2023-01-20,138.52,171.18,73.44,7.86,2.9,140.31,18.94,27.66,11.01
London,UK,2023-06-25,128.35,145.42,57.47,6.93,5.49,165.75,25.31,22.69,2.51
Bangkok,Thailand,2023-11-12,23.85,135.7,44.26,10.65,0.71,98.87,20.14,72.76,18.43
Istanbul,Turkey,2023-11-24,118.34,195.13,10.55,26.59,9.72,62.09,14.12,78.1,3.62
Bangkok,Thailand,2023-03-04,16.6,193.68,71.05,1.02,1.5,117.1,-4.21,92.81,19.07
Seoul,South Korea,2023-06-22,82.54,189.18,23.28,10.57,3.04,95.33,-3.34,76.07,17.59
Beijing,China,2023-07-13,109.77,67.8,62.33,29.21,0.54,25.98,-1.89,16.84,17.09
New York,USA,2023-08-01,134.55,154.51,8.31,48.19,3.0,167.28,15.21,34.81,11.39
Moscow,Russia,2023-11-10,123.7,185.03,28.85,15.8,9.76,62.84,-4.31,51.07,2.36
Seoul,South Korea,2023-03-23,41.5,167.69,68.75,48.23,7.08,58.07,30.74,85.9,19.97
Mumbai,India,2023-09-07,70.75,137.12,79.08,32.83,4.03,52.83,6.15,51.03,7.54
Seoul,South Korea,2023-09-06,13.4,171.5,8.92,33.47,9.02,183.45,36.85,22.23,18.5
Tokyo,Japan,2023-06-24,23.45,158.62,17.37,16.95,5.31,186.95,9.44,29.79,3.88
Mumbai,India,2023-12-08,12.69,116.28,60.77,7.1,3.13,158.81,37.99,41.0,3.99
Tokyo,Japan,2023-02-09,77.74,81.24,70.4,13.47,7.95,106.66,30.5,93.23,17.63
Cairo,Egypt,2023-12-25,76.4,152.9,98.54,3.01,7.19,159.78,35.24,68.76,17.3
London,UK,2023-08-05,38.57,196.95,12.84,38.59,5.65,157.82,39.34,52.28,12.25
Dubai,UAE,2023-05-11,37.31,42.9,89.76,40.43,1.62,40.39,4.17,20.03,4.64
Berlin,Germany,2023-04-15,141.72,178.07,8.37,40.8,8.03,44.62,-5.54,60.74,6.68
Tokyo,Japan,2023-03-11,11.57,134.84,51.07,49.2,6.59,161.62,23.69,67.49,12.67
Madrid,Spain,2023-03-13,115.17,144.56,71.94,49.91,2.82,189.91,-4.41,35.43,1.78
Los Angeles,USA,2023-12-05,130.07,52.44,52.67,37.28,5.07,44.59,23.97,98.18,16.18
London,UK,2023-10-06,131.54,125.18,10.75,24.81,4.2,162.75,18.35,34.29,2.66
Paris,France,2023-11-21,90.98,179.39,63.74,25.88,2.41,45.24,7.04,33.27,13.05
Sydney,Australia,2023-03-16,30.87,50.59,23.54,10.49,7.13,139.02,19.26,75.87,6.26
Rio de Janeiro,Brazil,2023-08-11,137.66,193.3,68.82,8.36,8.05,185.2,23.57,49.98,17.47
Mexico City,Mexico,2023-09-16,23.78,73.92,11.97,37.21,8.33,132.15,37.47,96.38,16.01
Mumbai,India,2023-11-23,35.01,114.38,44.55,33.99,3.69,43.69,29.48,71.41,15.42
Mumbai,India,2023-10-06,109.65,181.14,68.75,9.89,0.48,55.71,38.69,49.74,19.55
Sydney,Australia,2023-03-08,129.71,82.11,29.64,10.04,9.35,164.98,29.05,72.28,9.38
Tokyo,Japan,2023-03-09,80.67,180.16,30.14,43.03,6.94,109.48,2.92,22.73,8.1
Rio de Janeiro,Brazil,2023-10-06,119.95,42.73,26.02,28.9,5.51,67.41,16.8,80.98,7.59
Toronto,Canada,2023-12-24,34.8,20.37,87.81,22.36,2.34,116.91,16.51,43.59,16.3
Rio de Janeiro,Brazil,2023-08-01,35.48,80.95,73.13,38.78,8.31,101.46,-3.52,37.22,17.67
Sydney,Australia,2023-08-05,148.18,181.91,50.41,18.49,4.38,82.73,24.19,76.05,16.09
Sydney,Australia,2023-04-20,96.84,86.36,7.6,41.77,6.29,88.54,15.98,79.2,15.23
Berlin,Germany,2023-07-23,86.63,184.0,41.76,3.88,0.25,93.92,1.93,75.04,9.48
Cairo,Egypt,2023-09-04,29.59,159.86,49.87,39.27,9.54,80.08,4.32,27.26,15.69
Berlin,Germany,2023-03-28,7.0,12.42,57.04,25.83,8.76,51.63,4.9,35.82,10.94
Dubai,UAE,2023-10-02,81.66,13.8,29.15,14.74,6.07,124.21,27.55,82.72,4.35
Mexico City,Mexico,2023-06-10,39.82,138.45,6.47,46.45,8.39,190.85,27.34,47.91,12.65
New York,USA,2023-11-08,42.02,181.48,22.44,15.8,7.29,153.46,8.54,56.28,12.25
Sydney,Australia,2023-10-10,32.09,144.48,30.47,25.11,5.51,144.18,23.44,18.81,19.14
Istanbul,Turkey,2023-01-05,137.31,47.28,57.29,39.92,8.27,13.91,20.31,52.4,10.9
Beijing,China,2023-01-06,27.89,147.57,49.51,8.68,8.09,16.75,0.91,38.38,0.93
Toronto,Canada,2023-02-03,13.34,119.95,8.93,13.14,5.59,190.83,38.14,14.5,17.47
Cairo,Egypt,2023-04-09,98.73,153.29,88.02,28.91,9.36,58.88,-1.99,78.3,12.24
Rio de Janeiro,Brazil,2023-09-19,14.73,91.82,56.37,36.71,6.66,186.97,14.06,28.65,13.24
Seoul,South Korea,2023-07-14,143.61,181.0,35.48,3.4,2.17,105.5,30.17,63.04,10.76
Istanbul,Turkey,2023-11-10,57.74,94.62,21.25,22.28,3.97,65.92,-5.06,11.04,15.23
Moscow,Russia,2023-03-13,70.86,137.22,13.69,13.51,6.17,39.03,19.37,75.61,12.67
Mexico City,Mexico,2023-08-24,77.62,196.49,22.55,38.67,4.28,137.21,4.67,29.66,6.08
Istanbul,Turkey,2023-06-14,67.77,82.68,20.49,4.29,7.64,77.2,38.94,39.33,3.32
Sydney,Australia,2023-03-25,46.32,157.33,77.34,26.66,0.75,176.42,22.59,32.59,12.32
Madrid,Spain,2023-07-19,111.43,88.05,68.28,4.75,6.85,51.99,-9.14,46.21,5.95
Mumbai,India,2023-03-11,35.21,182.47,23.8,30.13,9.19,90.22,13.2,77.71,5.09
Berlin,Germany,2023-11-28,19.46,28.91,88.13,17.32,6.49,199.93,39.75,89.02,13.72
Berlin,Germany,2023-06-12,81.83,191.57,36.33,43.87,5.03,64.47,22.99,26.03,4.9
Istanbul,Turkey,2023-05-12,38.67,161.0,47.04,12.92,1.49,141.97,13.8,19.94,8.89
Bangkok,Thailand,2023-09-27,15.06,94.88,30.99,35.23,2.17,147.94,17.9,36.23,4.51
Rio de Janeiro,Brazil,2023-12-10,85.52,188.75,89.72,2.65,4.11,194.13,27.84,72.49,5.3
London,UK,2023-04-07,64.62,165.14,48.44,25.25,0.8,105.47,3.49,73.5,15.74
London,UK,2023-01-10,30.29,65.24,16.42,33.92,8.19,15.21,3.95,80.75,18.76
Dubai,UAE,2023-02-18,127.34,160.56,73.41,20.74,6.37,120.86,29.46,38.89,2.81
Moscow,Russia,2023-04-05,119.13,124.81,99.71,5.61,7.44,116.63,12.33,53.71,13.9
Beijing,China,2023-02-08,97.3,100.47,12.42,9.53,5.08,42.64,23.08,88.76,13.23
Moscow,Russia,2023-06-12,14.58,63.52,33.78,47.25,4.28,150.35,13.6,77.76,1.44
New York,USA,2023-09-02,70.13,64.9,74.98,25.02,2.42,195.0,18.04,46.16,9.51
